title,image_url,document_url,description,attribute,stocks
"3mm Cutting DiameterStandard Performance, 4 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-primate-square.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-primate-diagram.png,"Extremely versatile in various materials, center, cutting, solid sub-micron carbide. See ""Speeds and Feeds"" calculator.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.050mm, Shank Dia -.0025/-.0127mm, LOC +.635/+1.270mm, OAL +/-.1.270mm",",CEM0300MMFS4,,70015,,$7.22,,CEM0300MMFS4TIALN,,70016,,$8.83,,CEM0300MMFS4TICN,,70017,,$8.83,,CEM0300MMF4,,70006,,$7.22,,CEM0300MMF4TIALN,,70007,,$8.83,,CEM0300MMF4TICN,,70008,,$8.83,,D1: 3mm, D2: 3mm, LOC: 8mm, OAL: 38mm,None,,,,D1: 3mm, D2: 3mm, LOC: 8mm, OAL: 38mm,TIALN (not recommended for Aluminum),,,,D1: 3mm, D2: 3mm, LOC: 8mm, OAL: 38mm,TICN,,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,None,,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,TIALN (not recommended for Aluminum),,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,TICN,,",38
"1"" Cutting DiameterHigh Performance, 4 Flute Square End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-Square-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM10FS4WF,,10051,,$284.93,,GM10F4WF,,10045,,$299.84,,GM10FL4WF,,10937,,$368.6,,GM10FLH4WF,,10944,,$391.13,,D1: 1.0"", D2: 1, LOC: 1, OAL: 4,GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1-1/2, OAL: 4,GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2, OAL: 4,GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2  1/4, OAL: 5,GMX-35,,",7
"4mm Cutting DiameterStandard Performance, 4 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-primate-square.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-primate-diagram.png,"Extremely versatile in various materials, center, cutting, solid sub-micron carbide. See ""Speeds and Feeds"" calculator.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.050mm, Shank Dia -.0025/-.0127mm, LOC +.635/+1.270mm, OAL +/-.1.270mm",",CEM0400MMF4,,70042,,$12.34,,CEM0400MMF4TIALN,,70043,,$18.36,,CEM0400MMF4TICN,,70044,,$18.36,,D1: 4mm, D2: 6mm, LOC: 12mm, OAL: 50mm,None,,,,D1: 4mm, D2: 6mm, LOC: 12mm, OAL: 50mm,6mm"",TIALN (not recommended for Aluminum),,,,D1: 4mm, D2: 6mm, LOC: 12mm, OAL: 50mm,6mm"",TICN,,",19
"1"" Cutting DiameterHigh Performance, 4 Flute Radius End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-Radius-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM10RS4030WF,,10094,,$299.84,,GM10R4030WF,,10058,,$315.63,,GM10RS4060WF,,10096,,$299.84,,GM10R4060WF,,10060,,$315.63,,GM10RS4090WF,,10098,,$299.84,,GM10R4090WF,,10062,,$315.63,,GM10RS4120WF,,10100,,$299.84,,GM10R4120WF,,10064,,$315.63,,GM10RS4190WF,,10102,,$299.84,,GM10R4190WF,,10066,,$315.63,,GM10RS4250WF,,10104,,$299.84,,GM10R4250WF,,10068,,$315.63,,GM10RL4030WF,,10938,,$374.56,,GM10RL4060WF,,10939,,$374.56,,GM10RL4090WF,,10940,,$374.56,,GM10RL4120WF,,10941,,$374.56,,GM10RL4190WF,,10942,,$374.56,,GM10RL4250WF,,10943,,$374.56,,GM10RLH4030WF,,10945,,$396.36,,GM10RLH4060WF,,10946,,$396.36,,GM10RLH4090WF,,10947,,$396.36,,GM10RLH4120WF,,10948,,$396.36,,GM10RLH4190WF,,10949,,$396.36,,GM10RLH4250WF,,10950,,$396.36,,D1: 1.0"", D2: 1, LOC: 1, OAL: 4,0.030"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1-1/2, OAL: 4,0.030"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1, OAL: 4,0.060"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1-1/2, OAL: 4,0.060"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1, OAL: 4,0.090"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1-1/2, OAL: 4,0.090"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1, OAL: 4,0.120"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 1-1/2, OAL: 4,0.120"",GMX-35,,,,D1: 1.0"", LOC: 1, OAL: 4,0.190"",GMX-35,,,,D1: 1.0"", LOC: 1-1/2, OAL: 4,0.190"",GMX-35,,,,D1: 1.0"", LOC: 1, OAL: 4,0.250"",GMX-35,,,,D1: 1.0"", LOC: 1-1/2, OAL: 4,0.250"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2, OAL: 4,0.030"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2, OAL: 4,0.060"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2, OAL: 4,0.090"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2, OAL: 4,0.120"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2, OAL: 4,0.190"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2, OAL: 4,0.250"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2  1/4, OAL: 5,0.030"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2  1/4, OAL: 5,0.060"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2  1/4, OAL: 5,0.090"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2  1/4, OAL: 5,0.120"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2  1/4, OAL: 5,0.190"",GMX-35,,,,D1: 1.0"", D2: 1, LOC: 2  1/4, OAL: 5,0.250"",GMX-35,,",3
"3/4"" Cutting DiameterHigh Performance, 4 Flute Ballnose End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-ballnose-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM34B4WF,,10363,,$212.33,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,GMX-35,,",3
"3mm Cutting DiameterStandard Performance, 4 Flute Radius End",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-primate-radius.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-primate-diagram.png,"Extremely versatile in various materials, center, cutting, solid sub-micron carbide. See ""Speeds and Feeds"" calculator.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.050mm, Shank Dia -.0025/-.0127mm, LOC +.635/+1.270mm, OAL +/-.1.270mm",",CEM0300MMRS4020,,70033,,$12.2,,CEM0300MMRS4020TIALN,,70034,,$16.71,,CEM0300MMRS4020TICN,,70035,,$16.71,,CEM0300MMR4020,,70024,,$12.2,,CEM0300MMR4020TIALN,,70025,,$16.71,,CEM0300MMR4020TICN,,70026,,$16.71,,CEM0300MMR4050,,70027,,$12.2,,CEM0300MMR4050TIALN,,70028,,$16.71,,CEM0300MMR4050TICN,,70029,,$16.71,,D1: 3mm, D2: 3mm, LOC: 8mm, OAL: 38mm,0.20mm"",None,,,,D1: 3mm, D2: 3mm, LOC: 8mm, OAL: 38mm,.2mm"",TIALN (not recommended for Aluminum),,,,D1: 3mm, D2: 3mm, LOC: 8mm, OAL: 38mm,.2mm"",TICN,,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,0.20mm"",None,,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,.2mm"",TIALN (not recommended for Aluminum),,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,.2mm"",TICN,,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,0.50mm"",None,,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,.5mm"",TIALN (not recommended for Aluminum),,,,D1: 3mm, D2: 3mm, LOC: 12mm, OAL: 38mm,.5mm"",TICN,,",53
"5mm Cutting DiameterStandard Performance, 4 Flute Radius End",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-primate-radius.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-primate-diagram.png,"Extremely versatile in various materials, center, cutting, solid sub-micron carbide. See ""Speeds and Feeds"" calculator.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.050mm, Shank Dia -.0025/-.0127mm, LOC +.635/+1.270mm, OAL +/-.1.270mm",",CEM0500MMRS4030,,70087,,$15.93,,CEM0500MMRS4030TIALN,,70088,,$22.98,,CEM0500MMRS4030TICN,,70089,,$22.98,,CEM0500MMR4030,,70078,,$15.93,,CEM0500MMR4030TIALN,,70079,,$22.98,,CEM0500MMR4030TICN,,70080,,$22.98,,CEM0500MMR4050,,70081,,$15.93,,CEM0500MMR4050TIALN,,70082,,$22.98,,CEM0500MMR4050TICN,,70083,,$22.98,,D1: 5mm, D2: 6mm, LOC: 10mm, OAL: 50mm,0.30mm"",None,,,,D1: 5mm, D2: 6mm, LOC: 10mm, OAL: 50mm,6mm"",.3mm"",TIALN (not recommended for Aluminum),,,,D1: 5mm, D2: 6mm, LOC: 10mm, OAL: 50mm,6mm"",.3mm"",TICN,,,,D1: 5mm, D2: 6mm, LOC: 15mm, OAL: 65mm,0.30mm"",None,,,,D1: 5mm, D2: 6mm, LOC: 15mm, OAL: 65mm,6mm"",.3mm"",TIALN (not recommended for Aluminum),,,,D1: 5mm, D2: 6mm, LOC: 15mm, OAL: 65mm,6mm"",.3mm"",TICN,,,,D1: 5mm, D2: 6mm, LOC: 15mm, OAL: 65mm,0.50mm"",None,,,,D1: 5mm, D2: 6mm, LOC: 15mm, OAL: 65mm,6mm"",.5mm"",TIALN (not recommended for Aluminum),,,,D1: 5mm, D2: 6mm, LOC: 15mm, OAL: 65mm,6mm"",.5mm"",TICN,,",32
"3/4"" Cutting DiameterHigh Performance, 4 Flute Radius End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-Radius-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM34RS4030WF,,10414,,$191.09,,GM34R4030WF,,10378,,$200.36,,GM34RS4060WF,,10416,,$191.09,,GM34R4060WF,,10380,,$200.36,,GM34RS4090WF,,10418,,$191.09,,GM34R4090WF,,10382,,$200.36,,GM34RS4120WF,,10420,,$191.09,,GM34R4120WF,,10384,,$200.36,,GM34RS4190WF,,10422,,$191.09,,GM34R4190WF,,10386,,$200.36,,GM34RS4250WF,,10424,,$191.09,,GM34R4250WF,,10388,,$200.36,,GM34RL4030WF,,10924,,$218.14,,GM34RL4060WF,,10925,,$218.14,,GM34RL4090WF,,10926,,$218.14,,GM34RL4120WF,,10927,,$218.14,,GM34RL4190WF,,10928,,$218.14,,GM34RL4250WF,,10929,,$218.14,,GM34RLH4030WF,,10931,,$223.85,,GM34RLH4060WF,,10932,,$223.85,,GM34RLH4090WF,,10933,,$223.85,,GM34RLH4120WF,,10934,,$223.85,,GM34RLH4190WF,,10935,,$223.85,,GM34RLH4250WF,,10936,,$223.85,,GM34RHL4030WF,,10954,,$209.25,,GM34RHL4060WF,,10956,,$209.25,,GM34RHL4090WF,,10958,,$209.25,,GM34RHL4120WF,,10960,,$209.25,,GM34RHL4190WF,,10962,,$209.25,,GM34RHL4250WF,,10964,,$209.25,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.030"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.030"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.060"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.060"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.090"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.090"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,0.120"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,0.120"",GMX-35,,,,D1: 3/4"", LOC: 1, OAL: 4,0.190"",GMX-35,,,,D1: 3/4"", LOC: 1-1/2, OAL: 4,0.190"",GMX-35,,,,D1: 3/4"", LOC: 1, OAL: 4,0.250"",GMX-35,,,,D1: 3/4"", LOC: 1-1/2, OAL: 4,0.250"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2, OAL: 4,0.030"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2, OAL: 4,0.060"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2, OAL: 4,0.090"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2, OAL: 4,0.120"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2, OAL: 4,0.190"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2, OAL: 4,0.250"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2  1/4, OAL: 5,0.030"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2  1/4, OAL: 5,0.060"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2  1/4, OAL: 5,0.090"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2  1/4, OAL: 5,0.120"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2  1/4, OAL: 5,0.190"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2  1/4, OAL: 5,0.250"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1 5/8, OAL: 4,0.03"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1 5/8, OAL: 4,0.06"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1 5/8, OAL: 4,0.09"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1 5/8, OAL: 4,0.12"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1 5/8, OAL: 4,0.19"",GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1 5/8, OAL: 4,0.25"",GMX-35,,",32
"5/8"" Cutting DiameterHigh Performance, 4 Flute Ballnose End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-ballnose-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM58B4WF,,10539,,$148.25,,D1: 5/8"", D2: 5/8, LOC: 1-1/4, OAL: 3-1/2,GMX-35,,",18
"5/8"" Cutting DiameterHigh Performance, 4 Flute Radius End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-Radius-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM58RS4030WF,,10571,,$130.09,,GM58R4030WF,,10551,,$136.67,,GM58RS4060WF,,10573,,$130.09,,GM58R4060WF,,10553,,$136.67,,GM58RS4090WF,,10575,,$130.09,,GM58R4090WF,,10555,,$136.67,,GM58RS4120WF,,10577,,$130.09,,GM58R4120WF,,10557,,$136.67,,GM58RL4030WF,,10919,,$182.13,,GM58RL4060WF,,10920,,$182.13,,GM58RL4090WF,,10921,,$182.13,,GM58RL4120WF,,10922,,$182.13,,D1: 5/8"", D2: 5/8, LOC: 3/4, OAL: 3-1/2,0.030"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 1-1/4, OAL: 3-1/2,0.030"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 3/4, OAL: 3-1/2,0.060"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 1-1/4, OAL: 3-1/2,0.060"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 3/4, OAL: 3-1/2,0.090"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 1-1/4, OAL: 3-1/2,0.090"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 3/4, OAL: 3-1/2,0.120"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 1-1/4, OAL: 3-1/2,0.120"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 2, OAL: 4,0.030"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 2, OAL: 4,0.060"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 2, OAL: 4,0.090"",GMX-35,,,,D1: 5/8"", D2: 5/8, LOC: 2, OAL: 4,0.120"",GMX-35,,",7
"1/2"" Cutting DiameterHigh Performance, 4 Flute Ballnose End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-ballnose-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM12B4WF,,10156,,$82.07,,D1: 1/2"", D2: 1/2, LOC: 1-1/4, OAL: 3,GMX-35,,",18
"3/4"" Cutting DiameterHigh Performance, 4 Flute Square End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-Square-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM34FS4WF,,10371,,$181.62,,GM34F4WF,,10365,,$190.53,,GM34FL4WF,,10923,,$208.38,,GM34FLH4WF,,10930,,$214.18,,GM34FHL4WF,,10952,,$199.95,,D1: 3/4"", D2: 3/4, LOC: 1, OAL: 4,GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1-1/2, OAL: 4,GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2, OAL: 4,GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 2  1/4, OAL: 5,GMX-35,,,,D1: 3/4"", D2: 3/4, LOC: 1 5/8, OAL: 4,GMX-35,,",2
"1/2"" Cutting DiameterHigh Performance, 4 Flute Square End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-Square-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM12FS4WF,,10166,,$66,,GM12FH4WF,,10161,,$69.05,,GM12F4WF,,10158,,$69.05,,GM12FL4WF,,10906,,$87.61,,GM12FXL4WF,,10912,,$97.4,,D1: 1/2"", D2: 1/2, LOC: 5/8, OAL: 2-1/2,GMX-35,,,,D1: 1/2"", D2: 1/2, LOC: 1, OAL: 3,GMX-35,,,,D1: 1/2"", D2: 1/2, LOC: 1-1/4, OAL: 3,GMX-35,,,,D1: 1/2"", D2: 1/2, LOC: 1  1/2, OAL: 4,GMX-35,,,,D1: 1/2"", D2: 1/2, LOC: 2, OAL: 4,GMX-35,,",12
"7/16"" Cutting DiameterHigh Performance, 4 Flute Square End, Weldon Flat",https://gorillamill.com/images/uploads/product-tool-groups/4-flute-Gorilla-Mill-Square-weldon.png,https://gorillamill.com/images/uploads/mill-subcategories/4-flute-square-diagram.png,"Patented variable flute and index design which reduces chatter and vibration. Radius corners for stronger edges and part radius. Recommended for aggressive machining applications in all materials including, stainless, inconel, titanium, tool steels and hardened materials. Should be run at specific parameters. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nano-grain carbide substrate available.Available in special diameters, lengths and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GM716FS4WF,,10596,,$52.97,,GM716F4WF,,10593,,$55.58,,D1: 7/16"", D2: 7/16, LOC: 5/8, OAL: 2-1/2,GMX-35,,,,D1: 7/16"", D2: 7/16, LOC: 1, OAL: 2-1/2,GMX-35,,",12
"1"" Cutting DiameterHigh Performance, 2 Flute Square End",https://gorillamill.com/images/uploads/product-tool-groups/2-flute-Silverback-square.png,https://gorillamill.com/images/uploads/mill-subcategories/2-flute-silverback-diagram.png,"Engineered to repel aluminum. For roughing and finishing of non-ferrous materials, aluminum, copper, brass, plastic, etc. High velocity, high material removal rate. Center cutting. See ""Speeds and Feeds"" calculator. Produced with the highest Transverse Rupture Strength (TRS) nanograin carbide substrate available.Available in special diameters, lengths, ZrN coating and completely resharpenable.Cut Dia +.000/-.002, Shank Dia -.0001/-.0005, LOC +.025/+.050, OAL +/-.050",",GMA10F2,,20031,,$299.84,,D1: 1.0"", D2: 1, LOC: 1-1/2, OAL: 4,None,,",3
